date,station,tomorrow,day_after_tomorrow,one_day_abs_error,two_day_abs_error
3/28/2023,22,36.87383,35.971535,0.7,2.4
3/29/2023,22,36.793823,36.648273,1.6,2.1
3/30/2023,22,38.44299,37.87562,0.3,2.1
3/31/2023,22,38.53096,37.627754,1.5,0.8
3/1/2023,23,33.881165,35.082207,3.5,8.9
3/2/2023,23,31.854662,33.55759,5.7,2.2
3/3/2023,23,32.292507,34.11941,0.9,4.8
3/4/2023,23,32.70096,33.789474,3.4,3.3
3/5/2023,23,32.51047,34.1635,2.0,3.0
3/6/2023,23,32.639843,33.779705,1.4,0.1
3/7/2023,23,32.75079,34.050343,1.1,3.4
3/8/2023,23,34.395645,34.231506,3.7,1.7
3/9/2023,23,32.88238,34.0353,0.4,2.5
3/10/2023,23,33.117252,33.913574,1.6,0.1
3/11/2023,23,32.853504,33.47779,1.1,1.6
3/12/2023,23,34.36525,34.48687,2.5,0.8
3/13/2023,23,33.028934,33.476746,0.7,2.0
3/14/2023,23,34.153557,34.237972,1.3,0.8
3/15/2023,23,34.967484,34.429123,1.6,0.6
3/16/2023,23,33.95992,33.86424,0.2,0.8
3/17/2023,23,34.52695,34.128613,1.4,0.7
3/18/2023,23,34.600327,34.464764,1.2,1.3
3/19/2023,23,34.063156,33.697372,0.9,1.6
3/20/2023,23,33.302753,33.453278,2.0,3.3
3/21/2023,23,35.28254,34.741066,1.5,2.3
3/22/2023,23,36.321896,35.473343,0.7,1.2
3/23/2023,23,36.90123,36.111843,2.6,1.6
3/24/2023,23,35.138447,34.863354,2.6,5.7
3/25/2023,23,36.50993,35.718792,4.1,0.2
3/26/2023,23,37.323215,36.473595,1.8,3.0
3/27/2023,23,35.79769,35.347168,3.7,0.2
3/28/2023,23,37.594078,36.73725,2.5,0.7
3/29/2023,23,35.782074,35.715557,0.2,1.5
3/30/2023,23,36.206917,35.991837,1.0,3.7
3/31/2023,23,37.599857,37.18096,2.1,0.2
